Los Angeles; CA,Frontier,14236,Telstra Internet,156.17,0.64,281.97,345.4,16.00,25.6,0.0,2022-06-10,11:31:20.88,32.97,4b37d6d7-9ee2-4492-bd9c-eca8bfc54153
Los Angeles; CA,Spectrum,16974,Telstra Internet,159.28,2.23,279.12,427.5,12.26,10.6,0.0,2022-06-10,11:31:48.61,27.73,c28e429a-1ee3-43ee-8ef0-e3eab182e689
Chicago; IL,Frontier,14228,Telstra Internet,206.61,0.42,282.98,467.6,10.41,14.4,0.0,2022-06-10,11:32:21.20,32.59,07e398d2-33f7-4354-867a-d93ff19c0651
Chicago; IL,Windstream,17384,Telstra Internet,206.05,0.68,284.30,463.6,13.12,12.3,0.0,2022-06-10,11:32:49.78,28.58,12905e47-22c4-46b9-8051-652b1fce635a
Dallas; TX,Frontier,14238,Telstra Internet,186.15,2.72,276.18,459.2,19.23,30.3,0.0,2022-06-10,11:33:24.52,34.74,26fe4736-c6f7-4487-8cbc-6443e7d44d0e
Dallas; TX,Windstream,17386,Telstra Internet,185.78,2.86,283.25,473.9,15.85,28.6,0.0,2022-06-10,11:33:59.14,34.62,5cf104b2-4452-4f98-8d1e-f07d9b6dd17f
Miami; FL,Frontier,14237,Telstra Internet,212.76,0.75,277.81,460.6,8.74,12.4,0.0,2022-06-10,11:34:32.33,33.19,0056ed11-df1f-430e-a1bb-112f3e4e2e46
Miami; FL,Netprotect,37499,Telstra Internet,211.08,0.66,281.66,463.6,15.86,13.3,0.0,2022-06-10,11:35:00.92,28.58,5ca38424-2277-46a1-8d09-d7d685947067
New York; NY,Spectrum,16976,Telstra Internet,215.13,4.71,281.53,467.2,16.38,27.5,0.0,2022-06-10,11:35:35.88,34.96,6087ae13-b311-4857-b21d-b34bd1c41323
New York; NY,Windstream,28032,Telstra Internet,220.42,1.00,285.37,463.6,12.64,11.7,0.0,2022-06-10,11:36:05.39,29.51,93c8b255-a3f8-4d94-80ff-8cad72101e48
São Paulo,i3D.net,21568,Telstra Internet,346.02,0.53,279.16,429.1,16.33,19.9,0.0,2022-06-10,11:36:43.13,37.74,4978cb8b-aed1-4306-b63b-581b8d849436
São Paulo,PW Fibra Óptica,34143,Telstra Internet,322.80,1.97,281.29,409.6,10.15,9.5,0.8,2022-06-10,11:37:14.26,31.13,edcd5bdf-69d5-46ea-ac43-8ac8a64b7b6f
Hong Kong,HKIX,34555,Telstra Internet,229.54,1.51,281.22,459.9,18.16,32.2,0.0,2022-06-10,11:37:49.63,35.36,4703f50e-4b7a-402f-972e-89349d3f0893
Hong Kong,STC,1536,Telstra Internet,251.41,6.10,280.20,447.5,16.11,27.5,0.0,2022-06-10,11:38:24.55,34.92,8709887e-7b2b-43af-8f39-424b00bde6f3
Marseille,ORANGE FRANCE,29545,Telstra Internet,309.24,0.88,281.96,427.9,8.38,8.1,0.0,2022-06-10,11:38:56.20,31.64,f45dc007-ac67-4d9d-ba36-636ea1e3a72e
Marseille,LaFibre.info,4036,Telstra Internet,303.82,1.27,213.24,319.1,9.96,18.1,0.0,2022-06-10,11:39:32.82,36.62,426c98a4-1245-4ec7-bc09-a25af03c60e1
Saint Petersburg,DOM.RU,2690,Telstra Internet,301.38,0.66,285.00,431.0,10.71,19.8,0.0,2022-06-10,11:40:09.57,36.74,13cc28aa-e381-46ef-bad8-0aa885ec6cee
Saint Petersburg,Rostelecom,2599,Telstra Internet,322.57,0.66,281.77,432.3,14.35,25.5,0.0,2022-06-10,11:40:46.50,36.93,9a225809-aba6-493c-87c0-76eb9c7e53d9
Mangilao,University of Guam,11871,Telstra Internet,268.48,0.68,282.82,452.8,15.27,27.1,0.0,2022-06-10,11:41:22.52,36.02,c293f762-5938-4652-9390-22da28d8953e
Barrigada,Guam Department of Education,49594,Telstra Internet,268.65,0.73,92.70,124.6,11.21,14.8,0.0,2022-06-10,11:41:55.86,33.33,91e97cb8-2eac-42cc-89ef-a3cbce21a18b
Seattle; WA,Lumen Technologies,49421,Telstra Internet,186.79,2.83,221.18,369.4,13.40,24.1,0.0,2022-06-10,11:42:30.61,34.75,eb70fa55-f77e-424b-8ef4-d35694040bcb
Seattle; WA,CenturyLink,8864,Telstra Internet,181.73,1.25,34.70,49.1,14.74,25.8,0.0,2022-06-10,11:43:04.94,34.33,28513f98-1cb7-43a4-98da-5095921ff057
